,Water_System_Number,Water_System_Name,County,City,Zip,Serverd_Populatiion,Service_Connections,Chemical_Detected_2013-2019,Chemical_Detected_Above_MCL_2013-2019,Chemical_Lead,Lead_Sample_Count_2018,Chemical_Arsenic,Arsenic_Sample_Count_2018,Chemical_Iron,Iron_Sample_Count_2018
934,1502699,EAST WILSON ROAD WATER COMPANY,KERN,BAKERSFIELD,93307,35,14.0,16,13.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
935,1502717,MOUNTAIN VALLEY AIRPORT,KERN,TEHACHAPI,93581,108,1.0,10,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
936,1502744,60TH STREET ASSOC. WATER SYSTEM,KERN,ROSAMOND,93560,39,10.0,37,13.0,Lead (Pb),0.0,Arsenic,3.0,Iron (Fe),0.0
937,1502750,RIVERVIEW HOMEOWNERS ASSOCIATION,KERN,BAKERSIELD,93308,40,20.0,4,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
938,1503093,GRIMMWAY ENTERPRISES-MALAGA WATER SYSTEM,KERN,BAKERSFIELD,93380,1200,0.0,391,25.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
939,1503140,FRAZIER MOUNTAIN HIGH SCHOOL,KERN,LEBEC,93243,500,1.0,11,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
940,1503226,QVWD-WEST & EAST COMBINED WATER SYSTEM,KERN,TEHACHAPI,93561,193,2.0,85,75.0,Lead (Pb),0.0,Arsenic,3.0,Iron (Fe),6.0
941,1503243,HONDA PROVING CENTER,KERN,CANTIL,93519,65,4.0,4,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
942,1503290,THE GARLIC COMPANY,KERN,SHAFTER,93263,120,1.0,6,5.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
943,1503329,HART CREEK ESTATES MUTUAL WATER CO.,KERN,BAKERSFIELD,93304,140,73.0,113,44.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),7.0
944,1503349,"WM. BOLTHOUSE FARMS, INC.",KERN,BAKERSFIELD,93307,2437,12.0,123,53.0,Lead (Pb),0.0,Arsenic,1.0,Iron (Fe),0.0
945,1503368,SOUTH FORK MIDDLE SCHOOL,KERN,WELDON,93283,174,1.0,11,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
946,1503378,WIND WOLVES PRESERVE,KERN,MARICOPA,93252,254,2.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
947,1503397,CALVARY CHAPEL,KERN,TEHACHAPI,93561,107,1.0,12,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
948,1503475,WESTERN ACRES MUTUAL WATER COMPANY,KERN,HANFORD,93230,310,90.0,18,8.0,Lead (Pb),0.0,Arsenic,1.0,Iron (Fe),0.0
949,1503482,RIO MESA MUTUAL WATER COMPANY,KERN,BAKERSFIELD,93308,25,6.0,4,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
950,1503509,THE ANNE SIPPI CLINIC-RIVERSIDE RANCH,KERN,BAKERSFIELD,93306,35,2.0,26,18.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),4.0
951,1503526,WINI MUTUAL WATER COMPANY,KERN,BAKERSFIELD,93307,29,12.0,16,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
952,1503536,GLENNVILLE MUTUAL WATER COMPANY,KERN,GLENVILLE,93226,100,3.0,4,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
953,1503657,KIMBERLINA HOUSING UNIT,KERN,WASCO,93280,26,8.0,67,11.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
954,1503660,DELTA TRADING WATER SYSTEM,KERN,BAKERSFIELD,93311,25,11.0,132,18.0,Lead (Pb),0.0,Arsenic,1.0,Iron (Fe),0.0
955,1503669,NORTH KRANENBURG WS,KERN,BAKERSFIELD,93314,33,10.0,5,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
956,1510001,ARVIN COMMUNITY SERVICES DIST,KERN,ARVIN,93203,20850,3885.0,1218,836.0,Lead (Pb),0.0,Arsenic,136.0,Iron (Fe),0.0
957,1510002,BORON CSD,KERN,BORON,93596,2253,3.0,99,95.0,Lead (Pb),0.0,Arsenic,12.0,Iron (Fe),0.0
958,1510003,CWS - BAKERSFIELD,KERN,SAN JOSE,95112-4508,258035,69810.0,4734,1209.0,Lead (Pb),6.0,Arsenic,84.0,Iron (Fe),3.0
959,1510004,"CASA LOMA WATER CO, INC.",KERN,BAKERSFIELD,93307,900,248.0,20,7.0,Lead (Pb),1.0,Arsenic,0.0,Iron (Fe),0.0
960,1510005,"DELANO, CITY OF",KERN,DELANO,93215,56623,9544.0,2888,1702.0,Lead (Pb),0.0,Arsenic,270.0,Iron (Fe),0.0
